movie_id,title,original_language,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genres,keywords,production_companies,production_countries
8818,Evita,en,1996-12-14,55000000,141047179,134,5.9,120,7.027139,History|Drama|Music,prostitute|deification|dancehall hostess|perónism|argentine president|rise to power|singing narrator|soccer ball,Hollywood Pictures|Cinergi Pictures Entertainment,United States of America|Hungary
8195,Ronin,en,1998-09-25,55000000,41610884,122,6.7,658,32.657488,Action|Thriller|Crime|Adventure,paris|france|arms deal|audi|impostor|case|violence|ice skating|computer expert|ex kgb|preparation|hit with a car door|cellular phone trace|merry go round,United Artists|FGM Entertainment,France|United Kingdom|United States of America
10586,The Ghost and the Darkness,en,1996-10-11,50000000,75e6,109,6.4,236,12.46525,Adventure,africa|lion|bridge|based on true story|kenya|animal attack|lion attack|colonialism|swahili,Constellation Films|Paramount,Germany|United States of America
116149,Paddington,en,2014-11-27,55000000,259207227,95,7,883,39.882276,Family|Comedy,england|train station|based on novel|bear|anthropomorphism|talking to animals|children's book,The Weinstein Company|StudioCanal|TF1 Films Production|Canal+|Heyday Films|Ciné+|Anton Capital Entertainment (ACE)|TF1|Amazon Prime Instant Video,United Kingdom
80035,The Watch,en,2012-07-26,68000000,68267862,98,5.3,881,39.395881,Comedy,usa|sterility|castration|marriage|friendship|alien|suburb|alien invasion|death|teenage daughter|neighborhood watch|creepy neighbor,Ingenious Film Partners|Ingenious Media|Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment|Dune Entertainment III|Big Screen Productions|Down Productions,United States of America
10632,The Hunted,en,2003-03-11,55000000,34234008,94,6,189,8.634954,Drama|Action|Thriller|Crime,hunter|fbi|knife|balkan war|woods|psychopathic killer|slaughter|survivalist|maniac|special forces|killing spree|combat|ex soldier|dark past|manhunt|gory violence,Lakeshore Entertainment|Alphaville Films,United States of America
12117,Instinct,en,1999-06-04,80000000,0,126,6.2,146,7.386394,Drama|Mystery|Thriller,prison|gorilla|research|instinct|murder|psychologist,Spyglass Entertainment|Touchstone Pictures,United States of America
1792,Stuck on You,en,2003-12-10,55000000,33828318,118,5.1,188,8.802525,Comedy,sex|dancer|martial arts|cook|stripper|love|bully|hollywood|twins|flashback|freak|actor|anxiety|conjoined|siamese,Twentieth Century Fox Film Corporation|Conundrum Entertainment,United States of America
13260,Semi-Pro,en,2008-02-28,0,33472850,91,5.4,251,10.449975,Comedy,sport|basketball|flint michigan|nba|merger|trade|garbage can|canon|ramp|championship|dead parent,New Line Cinema|Donners' Company|Mosaic Media Group|Road Rebel,United States of America
72197,The Pirates! In an Adventure with Scientists!,en,2012-03-12,60000000,118338361,88,6.4,374,23.700759,Animation|Adventure|Family|Comedy,rivalry|stop motion|pirate|aftercreditsstinger|duringcreditsstinger,Columbia Pictures|Aardman Animations|Sony Pictures Animation,United Kingdom
3580,Changeling,en,2008-01-30,55000000,113020255,141,7.3,1131,27.50916,Crime|Drama|Mystery,corruption|mother|nudity|minister|power|public|government|police|reunion|murder|conspiracy|los angeles|missing|mother love|criticism,Imagine Entertainment|Malpaso Productions|Relativity Media,United States of America
12123,Chain Reaction,en,1996-08-02,50000000,60209334,107,5.3,284,20.58862,Action|Drama|Science Fiction|Thriller,fbi|hydrogen bomb|secret lab|energy supply|conspiracy|aftercreditsstinger,"Twentieth Century Fox Film Corporation|Chicago Pacific Entertainment|Zanuck Company, The",United States of America
9566,The Fan,en,1996-08-15,55000000,18626419,116,5.7,194,4.366488,Drama|Mystery|Thriller,sport|luck|san francisco giants|child custody|baseball pitcher|baseball fan|psychotic fan|sports agent|driving range|steam room,TriStar Pictures|Mandalay Entertainment,United States of America
9833,The Phantom of the Opera,en,2004-12-08,70000000,154648887,143,7,438,18.927463,Thriller|Drama|Romance,dancing|obsession|auction|wheelchair|rose|product placement|musical|remake|tragic villain|black and white|rooftop|heroine|disfigured face|based on stage musical|theater|disfigurement mask|breaking mirror|opera singer|1910s,Odyssey Entertainment|Warner Bros.|Scion Films|Really Useful Films,United Kingdom|United States of America
4517,Elizabeth: The Golden Age,en,2007-09-09,55000000,74237563,114,6.6,303,15.274137,Drama|History|Romance,england|assassination|spain|virgin|colony|governance|queen elizabeth i|religious war|tudors|execution|middle ages|catholicism|sea battle|palace intrigue,Universal Pictures|StudioCanal|Working Title Films,United Kingdom
8202,Æon Flux,en,2005-11-30,62000000,52304001,93,5.4,703,29.954302,Action|Science Fiction,martial arts|dystopia|surrealism|based on cartoon|shootout|espionage|infertility|cyberpunk|extreme violence|sabotage|one against many|woman director|hand to hand combat|action heroine|human cloning|25th century,Paramount Pictures|Lakeshore Entertainment|MTV Films|Colossal Pictures|Valhalla Motion Pictures|MTV Productions,United States of America
16072,Gods and Generals,en,2003-02-21,56000000,12923936,214,6.1,48,4.362535,Drama|History|War,war|battle|union soldier|confederate soldier|american civil war|secession,Warner Bros. Pictures|Turner Pictures|Antietam Filmworks,United States of America
34314,Turbulence,en,1997-01-09,55000000,11466088,100,5.2,62,4.700024,Action|Thriller|Crime,stewardess|airplane|shootout|air marshal|christmas|turbulence,Metro-Goldwyn-Mayer (MGM)|Rysher Entertainment,United States of America
19724,Imagine That,en,2009-06-19,55000000,0,107,5.7,134,12.340384,Comedy,NA,Paramount Pictures|Di Bonaventura Pictures|Nickelodeon Movies|Goldcrest Pictures|Internationale Filmproduktion Stella-del-Sud Third,United States of America
145220,Muppets Most Wanted,en,2014-03-20,50000000,80383290,112,6.2,316,14.808304,Comedy|Adventure|Crime|Family,musical|the muppets,Buena Vista|Disney,United States of America
14623,Thunderbirds,en,2004-07-23,57000000,28283637,95,4.2,91,9.27875,Action|Adventure|Comedy|Family|Fantasy|Science Fiction,secret organization|based on tv series|golden gate bridge|locker|oil rig |teenage hero|soaked clothes|thunderbirds,Studio Canal|Working Title Films|Tracy Films,United Kingdom|France
42297,Burlesque,en,2010-11-23,55000000,89519773,119,6.9,573,22.863516,Drama|Romance,musical|los angeles|burlesque|burlesque dancer,Bedford Falls Productions,United States of America
2841,A Very Long Engagement,fr,2004-10-26,47000000,0,133,7.1,346,23.05451,Drama,paris|prostitute|loss of lover|amnesia|bodily disabled person|world war i|wheelchair|brittany|lighthouse|verdun|lighthouse keeper   |teenage crush|disappearance|soldier|illegal prostitution|private detective|missing person|polio|trenches,Gerber Pictures|2003 Productions|TF1 Films Production|Canal+|Warner Bros.|Région Ile-de-France|Tapioca Films|Centre National de la Cinématographie (CNC)|Région Bretagne|Région Poitou-Charentes,France
802,Lolita,en,1962-06-13,2000000,925e4,153,7.3,395,23.962109,Drama|Romance,sexual obsession|hotel|depression|loss of mother|small town|flirt|midlife crisis|eroticism|youngster|lolita|motel|diary|seduction|forbidden love|professor for literature|provocation|fascination|one-sided love|widow|adoptive father|loss of husband|summer camp|secret love,Seven Arts Productions|Allied Artists|Transworld Pictures,United Kingdom|United States of America
10375,D-Tox,en,2002-01-04,55000000,6416302,96,5.3,123,12.669778,Action|Thriller,alcoholism|serial killer|hospital|police officer|detox,Universal Pictures,United States of America
36586,Blade II,en,2002-03-22,54000000,155010032,117,6.2,1528,67.169587,Fantasy|Horror|Action|Thriller,katana|mutation|vampire|silver|superhero|tragic villain|broken neck|lasersight|violence|exploding body|blade|subjective camera|torso cut in half|reaper|broken wrist|razor blade|shot through a door|sword duel|burnt face,New Line Cinema|Amen Ra Films|Milk & Honey|Imaginary Forces|Justin Pictures|Linovo Productions GmbH & Co. KG|Pacific Title and Art Studio|Marvel Enterprises,Germany|United States of America
11321,Seven Pounds,en,2008-12-18,55000000,168167691,123,7.5,2039,41.472404,Drama,vegetarian|tax collector|pianist|blind|organ transplant|blood type,Columbia Pictures|Escape Artists|Relativity Media|Overbrook Entertainment,United States of America
70074,Bullet to the Head,en,2013-01-31,55000000,9489829,92,5.2,481,22.503935,Action|Crime|Thriller,NA,Dark Castle Entertainment|After Dark Films|IM Global|Automatik Entertainment|Silver Reel|EMJAG Productions|Millar Gough Ink|Headshot Films,Switzerland|United States of America
242,The Godfather: Part III,en,1990-12-24,54000000,136766062,162,7.1,1546,59.194915,Crime|Drama|Thriller,italy|christianity|new york|assassination|italo-american|vatican|pope|confession|helicopter|daughter|lawyer,Paramount Pictures,Italy|United States of America
9621,Elizabethtown,en,2005-10-06,57000000,52034889,123,6.1,327,22.894898,Comedy|Drama|Romance,suicide|hotel room|suicide attempt|new love|funeral|airplane|lovers|falling in love,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest,United States of America
1819,"You, Me and Dupree",en,2006-07-14,54000000,130431368,108,5.4,407,18.600367,Comedy|Romance,roommate|love of one's life|newlywed,Universal Pictures|Kaplan/Perrone Entertainment|MMCB Film Produktion 2004,United States of America
8536,Superman II,en,1980-12-04,54000000,190458706,127,6.5,629,30.515175,Action|Adventure|Fantasy|Science Fiction,saving the world|dc comics|sequel|superhero|based on comic book|loss of virginity|criminal|super powers|phantom zone|rocket fired grenade|crystal machine|superhuman strength|duringcreditsstinger,Warner Bros.|Dovemead Films|Film Export A.G.,United Kingdom|United States of America
8046,Gigli,en,2003-08-01,54000000,7266209,121,3.5,104,9.053456,Drama,new york|mentally disabled|kidnapping|blackmail|mission of murder|lovers|lesbian|mobster,City Light Films|Revolution Studios|Casey Silver Productions,United States of America
1717,All the King's Men,en,2006-09-10,55000000,9450897,125,5.7,95,7.768223,Drama|Thriller,corruption|journalist|based on novel|blackmail|manipulation|bodyguard|louisiana|scandal|power|governor|politics|tragedy|mistress|aristocrat,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,United States of America
479,Shaft,en,2000-06-15,46000000,107196498,99,5.5,308,19.643365,Action|Adventure|Crime|Thriller,corruption|black people|italo-american|brother sister relationship|drug dealer|revenge|murder|violence|drug|police officer|xenophobia,Paramount Pictures|Scott Rudin Productions,Germany|United States of America
9444,Anastasia,en,1997-11-20,53000000,139804348,94,7.4,1432,45.565918,Animation|Family,tzar|musical|russian revolution|train explosion|foreign language adaptation|exploding train,Twentieth Century Fox Film Corporation|Fox Animation Studios|Fox Family Films|The Big Gun Project|Little Wolf Entertainment,United States of America
824,Moulin Rouge!,en,2001-03-09,52500000,179213434,127,7.4,1300,57.374341,Drama|Music|Romance,duke|musical|writer's block|music|terminal illness|writer|no opening credits|moulin rouge|bohemian|toulouse lautrec|red curtain|cancan dance|la traviata|orpheus and eurydice|dance hall,Bazmark Films|Twentieth Century Fox Film Corporation,Australia|United States of America
11456,Domestic Disturbance,en,2001-10-30,75000000,54249294,89,5.4,113,8.41856,Mystery|Thriller|Crime,menace|adoption|dangerous|adoptive father|threat to death|step father|murder|divorce|ex-wife|child|murder hunt,Paramount Pictures,United States of America
261023,Black Mass,en,2015-09-04,53000000,98837872,122,6.3,1242,46.049902,Crime|Drama,boston|based on true story|organized crime,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment|Le Grisbi Productions|Vendian Entertainment,United Kingdom|United States of America
3683,Flags of Our Fathers,en,2006-10-18,90000000,65900249,132,6.7,526,23.9366,War|Drama|History,world war ii|dying and death|pacific|iwo jima|aftercreditsstinger|duringcreditsstinger,DreamWorks SKG|Amblin Entertainment|Malpaso Productions|Warner Bros.,United States of America
22803,Law Abiding Citizen,en,2009-10-15,53000000,126690726,109,7.2,1486,49.593978,Drama|Crime|Thriller,tattoo|secret passage|baseball bat|deal|explosion|justice|district attorney|courtroom|vigilantism,"Film Department, The|Evil Twins|Warp Films",United States of America
285923,Grindhouse,en,2007-04-06,67000000,25037897,191,6.8,459,16.637642,Thriller|Action|Horror,exploitation|slasher|zombie|killer,"Big Talk Productions|Yer Dead Productions|Weinstein Company, The|Dimension Films|Troublemaker Studios|Dartmouth International|Eyetronics|Rodriguez International Pictures",United States of America
39437,Beloved,en,1998-10-16,0,0,172,5.9,26,1.453765,Drama|Thriller,NA,Harpo Films|Touchstone Pictures,United States of America
1950,Lucky You,en,2007-05-01,0,5761917,124,5.4,81,6.162872,Drama|Romance,poker|sport|las vegas,Village Roadshow Pictures|Lonely Film Productions GmbH & Co. KG.|Deuce Three Productions|DiNovi Pictures|Warner Bros.,United States of America
640,Catch Me If You Can,en,2002-12-25,52000000,352114312,141,7.7,3795,73.944049,Drama|Crime,con man|biography|fbi agent|overhead camera shot|attempted jailbreak|engagement party|mislaid trust|bank fraud|inspired by a true story,Kemp Company|Splendid Pictures|Parkes/MacDonald Productions,United States of America
97630,Zero Dark Thirty,en,2012-12-19,40000000,132820716,157,6.7,1702,38.306954,Thriller|Drama|History,assassination|cia|hotel|terrorist|prisoner|car dealer|mossad|van|iraq|pakistan|osama bin laden|man hunt|navy seal|f word|female protagonist|gunfight|raid|violence|text message|monkey|dog|special forces|tied up|military|area 51|terrorist group|torturing|woman director|al qaeda|prison camp|water torture|suicide bombing|21st century|ex special forces|post 9/11|helicopter crash|islamabad,Columbia Pictures|Annapurna Pictures|First Light Production,United States of America
9767,The Break-Up,en,2006-06-01,52000000,204999686,106,5.6,832,26.251217,Romance|Comedy,bowling|chicago|american football|flat|baseball|new love|tour guide|break-up|art gallery|argument|pool table|watching tv|ex-boyfriend ex-girlfriend relationship|dinner party|condominium,Universal Pictures|Mosaic Media Group|Wild West Picture Show Productions,United States of America
11631,Mamma Mia!,en,2008-07-03,52000000,609841637,108,6.4,1386,30.780599,Comedy|Romance,single parent|greece|musical|daughter|single|mother daughter relationship|duringcreditsstinger|woman director,Universal Pictures|Internationale Filmproduktion Richter|Playtone|Relativity Media|Littlestar,Germany|United Kingdom|United States of America
32856,Valentine's Day,en,2010-02-10,52000000,216485654,125,5.7,1013,25.41929,Comedy|Romance,flower|married couple|florist|kiss|single|valentine|valentine's day|multiple storylines|aftercreditsstinger|duringcreditsstinger,New Line Cinema|Karz Entertainment|Rice Films,United States of America
6519,The Dukes of Hazzard,en,2005-08-05,50000000,110803676,104,5.1,316,15.98212,Action|Adventure|Comedy,sheriff|farm|bikini|redneck|moonshine,Village Roadshow Pictures|Gerber Pictures|Warner Bros.|WV Films III,United States of America
8741,The Thin Red Line,en,1998-12-25,52000000,98126565,170,7.2,771,40.072583,Drama|History|War,based on novel|japanese|world war ii|battle assignment|invasion|marine corps|u.s. army|commander|pacific|rifle|survival|jungle|infantry|steel helmet|sergeant|pacific island|soldier|battle|fighting|guadalcanal|awol|philosophic conflict,Fox 2000 Pictures|Phoenix Pictures|Geisler-Roberdeau,Canada|United States of America
49520,The Change-Up,en,2011-08-05,52000000,75450437,112,5.9,736,32.015477,Comedy,jealousy|chance|wish|change|man change|co-worker|body-swap,Universal Pictures|Original Film|Relativity Media|Big Kid Pictures,United States of America
1850,Man on the Moon,en,1999-12-22,82000000,47434430,118,6.9,435,24.444186,Comedy|Drama|Romance,show business|comedian|wrestling,Mutual Film Company,United States of America
524,Casino,en,1995-11-22,52000000,116112375,178,7.8,1307,40.06688,Drama|Crime,poker|drug abuse|1970s|overdose|illegal prostitution,Universal Pictures|Légende Entreprises|Syalis DA|De Fina-Cappa,France|United States of America
26389,From Paris with Love,en,2010-02-05,52000000,52826594,92,6.1,675,27.916284,Action|Crime|Thriller,paris|cia|undercover|explosive|pimp|ambassador|anti hero|revelation|french|politician|firearm|deception|car crash|gang,Apipoulaï|M6 Films|Canal+|TPS Star|Grive Productions|EuropaCorp|M6|W9,United Kingdom|France
11817,Bulletproof Monk,en,2003-03-28,52000000,0,104,5.1,278,15.20707,Action|Comedy|Fantasy,monk|homeless person|injection|fall|knife fight|scroll|the force,Metro-Goldwyn-Mayer (MGM),United States of America
2123,"Me, Myself & Irene",en,2000-06-22,51000000,149270999,116,6.1,927,39.001682,Comedy,schizophrenia|ex-cop|aftercreditsstinger|duringcreditsstinger,Twentieth Century Fox Film Corporation|Conundrum Entertainment,United States of America
9907,Barnyard,en,2006-08-04,51000000,72779e3,90,5.3,225,10.430832,Animation|Comedy|Family,peasant|farm|cow|cojote|family,Paramount Pictures|Nickelodeon Movies|Paramount Animation,Germany|United States of America
9969,Deck the Halls,en,2006-11-22,0,47231070,93,5.1,109,5.952527,Comedy|Family,holiday|massachusetts|neighbor|christmas,Regency Enterprises|New Regency Pictures|Corduroy Films|All Lit Up Productions,United States of America
18239,The Twilight Saga: New Moon,en,2009-03-15,50000000,709827462,130,5.6,2436,94.815867,Adventure|Fantasy|Drama|Romance,moon|cinema|vampire|werewolf|fang vamp,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,United States of America
808,Shrek,en,2001-05-16,60000000,484409218,90,7.3,4056,67.298732,Adventure|Animation|Comedy|Family|Fantasy,magic|liberation|lordship|castle|robin hood|enchantment|fairy-tale figure|princess|parody|woman director|ogre,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,United States of America
38050,The Adjustment Bureau,en,2011-03-03,50200000,127869379,106,6.5,1652,26.60772,Science Fiction|Thriller|Romance,hotel|dancer|hat|senator|future|honesty|plan|kiss|speech|marriage|politician|alone|fate|foot chase|covert agency|courthouse|political campaign|based on short story,Universal Pictures|Media Rights Capital|Gambit Pictures|Electric Shepherd Productions,United States of America
8367,Robin Hood: Prince of Thieves,en,1991-06-14,48000000,390493908,143,6.6,909,28.803729,Adventure,england|crusade|mercifulness|robin hood|folk hero,Warner Bros.|Morgan Creek Productions,United States of America
9390,Jerry Maguire,en,1996-12-06,50000000,273552592,139,6.7,913,27.039636,Comedy|Drama|Romance,stadium|career|sport|sports agent,Gracie Films|TriStar Pictures,United States of America
72105,Ted,en,2012-06-29,50000000,549368315,106,6.3,4697,68.87691,Comedy|Fantasy,friendship|love|teddy bear|toy comes to life|wishes come true,Universal Pictures|Media Rights Capital|Fuzzy Door Productions,United States of America
2898,As Good as It Gets,en,1997-12-19,50000000,314178011,139,7.2,915,37.885022,Comedy|Romance,single parent|waitress|lone wolf|friendship|neighbor|author|cowardliness|writer|dog|rude|obnoxious|unlikely friendship|noodle salad,Gracie Films|TriStar Pictures,United States of America
10312,Patch Adams,en,1998-12-25,50000000,202292902,115,7,832,35.537397,Comedy|Drama,nurse|hospital|doctor|laughter,Universal Pictures|Bungalow 78 Productions|Blue Wolf|Farrell/Minoff,United States of America
109443,Anchorman 2: The Legend Continues,en,2013-12-18,50000000,173649015,119,6,923,38.125008,Comedy,journalism|mustache|tv news|newsroom|gang warfare|aftercreditsstinger|news spoof|tv news anchor,Paramount Pictures|Gary Sanchez Productions|Apatow Productions,United States of America
2022,Mr. Deeds,en,2002-06-28,50000000,171269535,96,5.6,644,18.121404,Comedy|Romance,love letter|new hampshire|ferrari|liar|city country contrast|inheritance|billionaire|new york city|kindness|fable|apple tree|corporate take over|chrysler building,New Line Cinema|Columbia Pictures Corporation|Out of the Blue... Entertainment|Happy Madison Productions,United States of America
37686,Super 8,en,2011-06-08,50000000,260095987,112,6.6,2435,37.069253,Thriller|Science Fiction|Mystery,1970s|secret|alien|train crash|pistol|firecracker|duringcreditsstinger,Paramount Pictures|Amblin Entertainment|Bad Robot|K/O Camera Toys,United States of America
462,Erin Brockovich,en,2000-03-17,52000000,256271286,131,7.1,716,30.347332,Drama,biography|based on true story|single mother|water pollution|environmental law,Jersey Films,United States of America
9919,How to Lose a Guy in 10 Days,en,2003-02-07,50000000,177371441,116,6.3,850,23.854701,Comedy|Romance,new york|bet|journalist|therapist|advertising expert|relationship,Paramount Pictures,Germany|United States of America
187017,22 Jump Street,en,2014-06-05,50000000,188441614,112,7,3319,52.380982,Crime|Comedy|Action,high school|undercover cop|buddy comedy|aftercreditsstinger|duringcreditsstinger,Columbia Pictures|Original Film|Media Rights Capital|Metro-Goldwyn-Mayer (MGM)|Cannell Studios|LStar Capital|33andOut Productions|JHF Productions,United States of America
628,Interview with the Vampire,en,1994-11-11,60000000,223664608,123,7.2,1516,50.163785,Horror|Romance,paris|san francisco|vampire|plantation|pity|bite|fang vamp,Geffen Pictures,United States of America
10201,Yes Man,en,2008-12-09,70000000,225990978,104,6.4,1813,43.849351,Comedy,bungee-jump|scooter,Village Roadshow Pictures|The Zanuck Company|Heyday films|Warner Bros.,United States of America
302699,Central Intelligence,en,2016-06-15,50000000,216972543,107,6.2,1650,45.318703,Action|Comedy,spy|cia|espionage|high school reunion|reference to facebook|accountant,New Line Cinema|Universal Pictures|Bluegrass Films|Principato-Young Entertainment,United States of America
9441,Stepmom,en,1998-12-25,0,0,124,6.9,277,16.368283,Drama|Romance,divorce|rebellious daughter|freeze frame|custody|school play|photo shoot,Columbia Pictures|1492 Pictures,United States of America
274167,Daddy's Home,en,2015-12-25,50000000,242786137,96,5.8,854,38.616744,Comedy,daddys home,Paramount Pictures|Gary Sanchez Productions|Red Granite Pictures,United States of America
224141,Into the Woods,en,2014-12-25,50000000,212902372,125,5.6,1652,65.90161,Fantasy|Comedy|Music,witch|cinderella|prince|fairy tale|musical|princess|sondheim|curse|based on stage musical|beanstalk|duringcreditsstinger|red riding hood,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,United States of America
388,Inside Man,en,2006-03-23,45000000,184376254,129,7.3,1630,45.220386,Crime|Drama|Thriller,bank manager|kidnapping|nazi background|document|ultimatum|court case|heist|financial transactions,Imagine Entertainment|Universal Pictures|40 Acres & A Mule Filmworks,United States of America
2112,Payback,en,1999-02-05,90000000,161626121,100,6.7,548,17.457947,Drama|Action|Thriller|Crime,new york|heroin|money|criminal,Paramount Pictures|Icon Entertainment International,United States of America
10329,Congo,en,1995-06-09,50000000,152022101,109,5,213,10.755847,Action|Adventure|Drama|Mystery|Science Fiction|Thriller,gorilla|kongo|diamond mine|diamond,"Paramount Pictures|Kennedy/Marshall Company, The",United States of America
74465,We Bought a Zoo,en,2011-12-22,50000000,120081841,124,6.5,909,38.629763,Drama|Comedy|Family,zoo,Twentieth Century Fox Film Corporation|Dune Entertainment|Vinyl Films|LBI Entertainment,United States of America
13811,Knowing,en,2009-03-19,50000000,155446362,121,5.9,1486,32.693093,Action|Adventure|Drama|Mystery|Science Fiction|Thriller,cataclysm|code|suspense|end of the world|time capsule|astrophysicist|grieving widower|lexington massachusetts|westford massachusetts|prediction|researcher|numbers|news,Summit Entertainment|Mystery Clock Cinema|Escape Artists|Goldcrest Pictures|Kaplan/Perrone Entertainment|Wintergreen Productions,United Kingdom|United States of America|Australia
6877,Failure to Launch,en,2006-03-10,50000000,88715192,97,5.5,399,18.806031,Comedy,hotel mom|romantic comedy|lying|living with parents|pretend relationship,Paramount Pictures|Scott Rudin Productions|Failure to Launch Productions,United States of America
10320,The Ring Two,en,2005-03-17,50000000,161451538,110,5.4,632,32.233713,Drama|Horror|Thriller,nun|based on novel|bath tub|nightmare|son|sequel|remake|vision|good vs evil|woman reporter|mental institution|videotape|evil child,DreamWorks|BenderSpink|Parkes+MacDonald Image Nation,United States of America
50646,"Crazy, Stupid, Love.",en,2011-07-29,50000000,142851197,118,7,2443,37.990705,Comedy|Drama|Romance,soulmates|midlife crisis|marriage crisis|womanizer|law school|crazy|relationship,Warner Bros.,United States of America
8920,Garfield,en,2004-06-10,50000000,200804534,80,5.2,820,17.667826,Animation|Comedy|Family,competition|moderator|lasagne|garfield,Twentieth Century Fox Film Corporation|Davis Entertainment|Twentieth Century Fox Animation,United States of America
13673,Christmas with the Kranks,en,2004-11-24,60000000,0,99,5.2,193,9.225166,Comedy|Family,holiday|christmas,Columbia Pictures|1492 Pictures|Revolution Studios,United States of America
60308,Moneyball,en,2011-09-22,50000000,110206216,133,7,1381,46.180421,Drama,underdog|based on novel|baseball|teamwork|sport|partner|meeting|oakland california|strategy|voice over|statistics,Columbia Pictures|Scott Rudin Productions,United States of America
6950,Outbreak,en,1995-03-10,50000000,189859560,127,6.3,513,30.397496,Action|Drama|Science Fiction|Thriller,river|general|research|army|serum|monkey|epidemic|medical research,Kopelson Entertainment|Punch Productions|Warner Bros.|Arnold Kopelson Productions,United States of America
225574,Non-Stop,en,2014-01-26,50000000,222809600,106,6.8,2268,83.295796,Action|Thriller|Mystery,airplane|conspiracy|airplane crash|cell phone|hijack|one night|mystery killer,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Anton Capital Entertainment (ACE)|TF1|LOVEFiLM International,France|United Kingdom|United States of America
13836,Race to Witch Mountain,en,2009-03-12,50000000,106303988,98,5.5,509,23.935053,Adventure|Family|Fantasy|Science Fiction|Thriller|Action,spacecraft|laser|teleportation|telekinesis|alien|military|duringcreditsstinger|supernatural power|mountain,Walt Disney Pictures|Gunn Films,United States of America
752,V for Vendetta,en,2006-03-15,54000000,132511035,132,7.7,4442,84.630969,Action|Thriller|Fantasy,detective|vatican|fascism|satanism|fascist|dystopia|government|chancellor|revenge|personification of satan|torture|hatred|masked vigilante|catholicism|catholic priest|catholic guilt|jesuit|vengeful spirit|activist|irish catholic|vengeful|jesuit priest|gnosticism|occultism,Studio Babelsberg|DC Comics|Virtual Studios|Anarchos Productions|Silver Pictures|Warner Bros.|Medienboard Berlin-Brandenburg|Fünfte Babelsberg Film,Germany|United Kingdom|United States of America
6038,Shanghai Knights,en,2003-02-06,50000000,88323487,115,6,692,16.251204,Action|Adventure|Comedy|Western,london england|indian territory|emperor|revenge|murder|arrow|duringcreditsstinger|imperial seal,Spyglass Entertainment|Touchstone Pictures|Birnbaum / Barber Productions|Jackie Chan Films Limited|All Knight Productions,Hong Kong|United States of America
9975,Curious George,en,2006-02-10,50000000,69834815,86,6.2,106,9.894346,Adventure|Animation|Comedy|Family,museum|product placement|balloon|jungle|monkey|family|prediction|cargo ship|curiosity,Imagine Entertainment|Universal Pictures|Universal Animation Studios,United States of America
11451,Herbie Fully Loaded,en,2005-06-22,50000000,66002004,101,5.1,542,12.050755,Comedy|Family|Adventure|Fantasy|Romance,car race|victory|car|nascar|woman director,Walt Disney Pictures|Robert Simonds Productions,United States of America
12103,Don't Say a Word,en,2001-09-28,50000000,100020092,113,6,220,11.596207,Thriller,cemetery|diamant|suspense|psychiatrist|killer,Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment|Epsilon Motion Pictures|New Regency Pictures|Furthur Films,Australia|United States of America
60304,Hansel & Gretel: Witch Hunters,en,2013-01-17,50000000,224803475,88,5.7,3239,53.02787,Fantasy|Horror|Action,witch|black magic|steampunk|good vs evil|troll|extreme violence|violence|witchcraft|evil|witch hunt|witch hunter|evil witch|duringcreditsstinger|hansel and gretel|guns|3d,Paramount Pictures|Studio Babelsberg|MTV Films|Gary Sanchez Productions|Metro-Goldwyn-Mayer (MGM)|Deutsche Filmförderfonds (DFFF),United States of America|Germany
2251,Unfaithful,en,2002-05-10,50000000,119137784,124,6.3,276,14.382253,Thriller|Drama,adultery|infidelity|eroticism|literature|lover|new york city|erotic thriller,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Unfaithful Filmproduktion GmbH & Co. KG,United States of America
46529,I Am Number Four,en,2011-02-18,50000000,144492830,109,5.9,1567,43.450266,Action|Thriller|Science Fiction|Adventure,secret identity|alien|teenage boy|teenage hero|alien teenager|interspecies romance|based on young adult novel|superpowers,DreamWorks SKG|Reliance BIG Entertainment|Bay Films|Touchstone Pictures,United States of America
231,Syriana,en,2005-11-23,50000000,94e6,128,6.3,451,16.871194,Drama|Thriller,anti terror|bomb|assassination|middle east|lebanon|cia|capitalism|globalization|loss of son|persia|war against terror|energy policy|petrol,Section Eight|Warner Bros.|Participant Media|FilmWorks|4M|MID Foundation,United States of America
300671,13 Hours: The Secret Soldiers of Benghazi,en,2016-01-13,50000000,69411370,144,7,938,42.526529,Action|Drama|History|Thriller|War,based on novel|assault rifle|mercenary|libya|biography|based on true story|heroism|explosion|american abroad|death|21st century|cia agent|u.s. ambassador,Paramount Pictures|3 Arts Entertainment|Bay Films|Latina Pictures|Dune Films,Malta|Morocco|United States of America
